,Fighter_name,Average_significant_strikes,Average_takedowns,Average_submission_attempts,Average_knockdowns,Average_activity,Wins,Loss,Winrate,Weight_class
1974,Dan Hooker,41.53,0.32,0.26,0.47,42.58,12.0,7.0,0.63,['Featherweight' 'Lightweight']
1975,Ovince Saint Preux,23.42,0.54,0.25,0.21,24.42,14.0,10.0,0.58,['Light Heavyweight' 'Heavyweight']
1976,Taylor Lapilus,55.6,0.4,0.4,0.4,56.8,4.0,1.0,0.8,['Bantamweight' 'Featherweight']
1977,Liliya Shakirova,23.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,"[""Women's Flyweight""]"
1978,Tafon Nchukwi,65.5,0.67,0.0,0.17,66.34,2.0,4.0,0.33,['Middleweight' 'Light Heavyweight']
1979,Nick Agallar,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,['Lightweight']
1980,Austin Arnett,51.5,0.5,0.0,0.0,52.0,1.0,3.0,0.25,['Featherweight']
1981,Alex Pereira,50.17,0.0,0.33,0.5,51.0,5.0,1.0,0.83,['Middleweight' 'Light Heavyweight']
1982,Dileno Lopes,35.5,2.5,1.5,0.0,39.5,0.0,2.0,0.0,['Bantamweight']
1983,Rodney Wallace,17.0,6.0,1.0,0.0,24.0,0.0,3.0,0.0,['Light Heavyweight']
1984,Jasmine Jasudavicius,49.8,1.8,0.0,0.0,51.599999999999994,3.0,2.0,0.6,"[""Women's Flyweight""]"
1985,Chris Wade,19.57,2.0,0.86,0.14,22.57,5.0,2.0,0.71,['Lightweight']
1986,Kiichi Kunimoto,19.0,1.25,0.25,0.0,20.5,2.0,2.0,0.5,['Welterweight']
1987,Tina Lahdemaki,29.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,"[""Women's Strawweight""]"
1988,Bojan Mihajlovic,8.67,0.0,0.0,0.0,8.67,0.0,3.0,0.0,['Light Heavyweight' 'Heavyweight']
1989,Hacran Dias,31.12,2.5,0.5,0.0,34.120000000000005,3.0,5.0,0.38,['Lightweight' 'Featherweight']
1990,Alberto Uda,9.5,1.0,0.0,0.0,10.5,0.0,2.0,0.0,['Middleweight']
1991,Makhmud Muradov,55.33,2.67,0.17,0.5,58.67,4.0,2.0,0.67,['Middleweight']
1992,Mirsad Bektic,24.7,2.7,0.3,0.2,27.9,6.0,4.0,0.6,['Featherweight']
1993,Eliot Marshall,20.5,0.33,0.67,0.17,21.67,3.0,3.0,0.5,['Light Heavyweight']
1994,Pat Schilling,15.5,0.0,0.0,0.0,15.5,0.0,2.0,0.0,['Featherweight']
1995,Renan Barao,54.67,1.5,0.33,0.33,56.83,7.0,5.0,0.58,['Featherweight' 'Bantamweight']
1996,Damon Jackson,31.1,1.4,1.1,0.0,33.6,6.0,4.0,0.6,['Featherweight' 'Lightweight']
1997,Drew Dober,37.24,0.38,0.05,0.43,38.1,13.0,8.0,0.62,['Lightweight' 'Welterweight']
1998,Michael Morales,66.25,0.25,0.0,0.75,67.25,4.0,0.0,1.0,['Welterweight']
1999,Katsunori Kikuno,15.8,0.8,0.2,0.0,16.8,2.0,3.0,0.4,['Featherweight' 'Lightweight']
2000,Yoji Anjo,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,['Middleweight']
2001,Terrance McKinney,15.62,0.62,0.25,0.38,16.869999999999997,5.0,3.0,0.62,['Lightweight']
2002,Jessica-Rose Clark,44.78,1.33,0.22,0.0,46.33,4.0,5.0,0.44,"[""Women's Bantamweight"" ""Women's Flyweight""]"
2003,Rob Font,46.23,0.62,0.38,0.54,47.769999999999996,9.0,4.0,0.69,['Bantamweight']
2004,Steven Koslow,11.0,5.0,1.0,0.0,17.0,0.0,1.0,0.0,['Bantamweight']
2005,Jordan Griffin,33.8,1.4,1.6,0.0,36.8,1.0,4.0,0.2,['Featherweight']
2006,Ben Nguyen,30.0,0.14,0.57,0.43,31.14,4.0,3.0,0.57,['Flyweight']
2007,Mike Swick,20.0,0.57,0.36,0.21,21.14,9.0,5.0,0.64,['Welterweight' 'Middleweight']
2008,Dan Severn,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Heavyweight']
2009,Karine Gevorgyan,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,"[""Women's Flyweight""]"
2010,John Phillips,15.67,0.0,0.0,0.33,16.0,1.0,5.0,0.17,['Middleweight']
2011,Rolles Gracie,15.0,1.0,0.0,0.0,16.0,0.0,1.0,0.0,['Heavyweight']
2012,Marcos Mariano,2.5,0.0,0.0,0.0,2.5,0.0,2.0,0.0,['Lightweight']
2013,Josh Fremd,31.4,0.6,1.0,0.0,33.0,2.0,3.0,0.4,['Middleweight']
2014,Roman Mitichyan,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.5,['Welterweight']
2015,Wes Combs,7.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,['Light Heavyweight']
2016,Joby Sanchez,37.8,0.4,0.2,0.4,38.8,1.0,4.0,0.2,['Bantamweight' 'Flyweight']
2017,Nick Fiore,42.5,2.5,0.0,0.0,45.0,0.0,2.0,0.0,['Lightweight']
2018,Evan Tanner,22.69,1.25,0.88,0.0,24.82,11.0,5.0,0.69,['Middleweight' 'Light Heavyweight']
2019,Jose Torres,25.5,0.5,0.0,0.0,26.0,1.0,1.0,0.5,['Flyweight']
2020,Valerie Letourneau,67.6,0.8,0.4,0.2,69.0,3.0,2.0,0.6,"[""Women's Strawweight"" ""Women's Flyweight"" ""Women's Bantamweight""]"
2021,Clay Guida,31.6,2.23,0.46,0.17,34.46,18.0,17.0,0.51,['Lightweight' 'Featherweight']
2022,Emily Ducote,101.33,0.33,0.0,0.0,101.66,2.0,1.0,0.67,"[""Women's Strawweight""]"
2023,Junie Browning,16.0,1.0,1.0,0.0,18.0,1.0,1.0,0.5,['Lightweight']
2024,Tony Fryklund,60.0,0.0,1.0,1.0,62.0,1.0,0.0,1.0,['Middleweight']
2025,Rachael Ostovich,23.5,1.25,0.5,0.0,25.25,1.0,3.0,0.25,"[""Women's Flyweight""]"
2026,Eddie Ruiz,3.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,['Lightweight']
2027,Marcio Cruz,20.75,0.25,0.75,0.0,21.75,2.0,2.0,0.5,['Heavyweight']
2028,Derrick Lewis,20.28,0.32,0.0,0.36,20.96,17.0,8.0,0.68,['Heavyweight']
2029,Chance Rencountre,12.25,1.0,0.25,0.0,13.5,2.0,2.0,0.5,['Welterweight']
2030,Ivan Salaverry,17.67,0.33,1.5,0.0,19.5,2.0,4.0,0.33,['Middleweight']
2031,Paul Buentello,22.0,0.17,0.33,0.5,23.0,3.0,3.0,0.5,['Heavyweight']
2032,Igor Araujo,20.0,0.75,0.5,0.0,21.25,2.0,2.0,0.5,['Welterweight']
2033,Mizuto Hirota,52.43,1.29,0.14,0.0,53.86,2.0,5.0,0.29,['Lightweight' 'Featherweight']
2034,Sean O'Connell,43.43,0.0,0.29,0.43,44.15,2.0,5.0,0.29,['Light Heavyweight']
2035,Travis Browne,21.25,0.69,0.12,0.38,22.44,9.0,7.0,0.56,['Heavyweight']
2036,Duane Ludwig,34.11,0.11,0.0,0.11,34.33,4.0,5.0,0.44,['Welterweight' 'Lightweight']
2037,Uros Medic,36.2,0.2,0.0,0.8,37.2,3.0,2.0,0.6,['Welterweight' 'Lightweight']
2038,Romie Aram,24.0,2.0,0.0,1.0,27.0,0.0,1.0,0.0,['Welterweight']
2039,Jake Hadley,33.5,0.0,1.25,0.25,35.0,2.0,2.0,0.5,['Flyweight']
2040,George Sullivan,33.14,0.86,0.43,0.0,34.43,3.0,4.0,0.43,['Welterweight']
2041,Corey Anderson,48.07,3.53,0.0,0.07,51.67,10.0,5.0,0.67,['Light Heavyweight']
2042,Nate Landwehr,61.57,0.71,0.71,0.0,62.99,4.0,3.0,0.57,['Featherweight']
2043,Matt Hobar,35.33,2.67,0.0,0.33,38.33,1.0,2.0,0.33,['Bantamweight']
2044,Justin Jones,25.5,1.0,0.5,0.0,27.0,0.0,2.0,0.0,['Middleweight' 'Light Heavyweight']
2045,Chris Spang,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,['Welterweight']
2046,Josh Grispi,10.0,1.75,1.0,0.0,12.75,0.0,4.0,0.0,['Featherweight']
2047,Ian Freeman,16.5,0.5,0.33,0.0,17.33,3.0,3.0,0.5,['Heavyweight']
2048,Mohammad Yahya,43.0,1.0,1.0,0.0,45.0,0.0,1.0,0.0,['Lightweight']
2049,Alan Jouban,51.0,0.31,0.15,0.69,52.15,8.0,5.0,0.62,['Welterweight']
2050,Antonio Dos Santos,24.0,0.0,0.0,0.5,24.5,0.0,2.0,0.0,['Middleweight']
2051,David Branch,15.22,1.56,0.0,0.11,16.89,4.0,5.0,0.44,['Middleweight']
2052,Poliana Botelho,29.14,0.57,0.0,0.14,29.85,3.0,4.0,0.43,"[""Women's Flyweight"" ""Women's Strawweight""]"
2053,Gasan Umalatov,33.5,0.75,0.0,0.0,34.25,1.0,3.0,0.25,['Welterweight']
2054,David Zawada,47.6,0.8,1.4,0.2,50.0,1.0,4.0,0.2,['Welterweight']
2055,Jesse Butler,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Lightweight']
2056,Pete Rodriguez,23.5,0.0,0.0,0.5,24.0,1.0,1.0,0.5,['Welterweight']
2057,Alberto Crane,4.0,0.0,2.5,0.5,7.0,0.0,2.0,0.0,['Lightweight']
2058,Colin Robinson,18.0,0.5,1.0,0.0,19.5,0.0,2.0,0.0,['Heavyweight']
2059,David Baron,7.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,['Lightweight']
2060,Jamal Pogues,34.5,2.5,0.0,0.0,37.0,1.0,1.0,0.5,['Heavyweight']
2061,Joachim Christensen,23.25,0.0,0.0,0.5,23.75,1.0,3.0,0.25,['Light Heavyweight']
2062,Dominique Steele,27.8,2.2,0.0,0.4,30.4,1.0,4.0,0.2,['Welterweight' 'Middleweight']
2063,Joseph Sandoval,1.5,0.0,0.0,0.0,1.5,0.0,2.0,0.0,['Bantamweight']
2064,Jon Jones,31.0,2.18,0.55,0.27,34.0,11.0,0.0,1.0,['Heavyweight' 'Light Heavyweight']
2065,James Moontasri,23.67,0.0,0.17,0.33,24.17,2.0,4.0,0.33,['Welterweight' 'Lightweight']
2066,Loma Lookboonmee,56.57,1.86,0.14,0.0,58.57,5.0,2.0,0.71,"[""Women's Strawweight""]"
2067,Neil Wain,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,['Heavyweight']
2068,Martin Buday,65.5,0.25,0.25,0.25,66.25,4.0,0.0,1.0,['Heavyweight']
2069,Chelsea Chandler,22.0,1.0,0.0,0.0,23.0,0.0,1.0,0.0,"[""Women's Featherweight""]"
2070,Ian McCall,57.67,1.83,0.0,0.0,59.5,2.0,4.0,0.33,['Flyweight']
2071,Mateusz Gamrot,27.86,3.0,0.14,0.14,31.14,5.0,2.0,0.71,['Lightweight']
2072,Danny Martinez,48.25,3.5,0.0,0.25,52.0,1.0,3.0,0.25,['Bantamweight' 'Flyweight']
2073,Mana Martinez,66.25,0.75,0.25,1.0,68.25,2.0,2.0,0.5,['Bantamweight']
2074,James Bochnovic,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,['Middleweight' 'Light Heavyweight']
2075,Luis Henrique,22.0,2.5,0.83,0.0,25.33,2.0,4.0,0.33,['Light Heavyweight' 'Heavyweight']
2076,Troy Mandaloniz,34.0,2.0,0.0,1.0,37.0,1.0,1.0,0.5,['Welterweight']
2077,Iasmin Lucindo,43.0,2.0,0.33,0.0,45.33,2.0,1.0,0.67,"[""Women's Strawweight"" ""Women's Flyweight""]"
2078,Henrique da Silva,30.67,0.17,0.17,0.0,31.010000000000005,2.0,4.0,0.33,['Light Heavyweight']
2079,Irene Aldana,78.22,0.22,0.11,0.22,78.77,6.0,3.0,0.67,"[""Women's Bantamweight""]"
2080,Ange Loosa,105.0,2.67,0.0,0.0,107.67,2.0,1.0,0.67,['Welterweight']
2081,Pedro Munhoz,57.94,0.39,0.39,0.39,59.11,11.0,7.0,0.61,['Bantamweight']
2082,Zarrukh Adashev,28.75,0.0,0.25,0.0,29.0,1.0,3.0,0.25,['Flyweight' 'Bantamweight']
2083,Jinh Yu Frey,38.38,0.88,0.25,0.0,39.510000000000005,2.0,6.0,0.25,"[""Women's Strawweight""]"
2084,Ilia Topuria,24.4,1.2,1.2,0.6,27.4,5.0,0.0,1.0,['Featherweight' 'Lightweight']
2085,Dricus Du Plessis,63.83,1.67,0.67,0.67,66.84,6.0,0.0,1.0,['Middleweight']
2086,Rolando Dy,37.75,0.25,0.0,0.25,38.25,1.0,3.0,0.25,['Featherweight']
2087,Christian Leroy Duncan,44.33,0.0,0.0,0.33,44.66,2.0,1.0,0.67,['Middleweight']
2088,Michel Pereira,60.62,1.12,0.5,0.25,62.489999999999995,7.0,1.0,0.88,['Welterweight' 'Middleweight']
2089,Rhys McKee,67.0,0.0,0.0,0.0,67.0,0.0,3.0,0.0,['Welterweight']
2090,Andrew Sanchez,55.7,2.2,0.0,0.3,58.2,5.0,5.0,0.5,['Middleweight' 'Light Heavyweight']
2091,Anistavio Medeiros,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,['Featherweight']
2092,Stephen Bass,73.0,0.0,0.0,0.0,73.0,0.0,1.0,0.0,['Featherweight']
2093,Todd Brown,21.5,0.0,0.0,0.0,21.5,0.0,2.0,0.0,['Light Heavyweight']
2094,Zach Light,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,['Welterweight']
2095,Nolan Ticman,38.5,0.0,0.0,0.0,38.5,0.0,2.0,0.0,['Flyweight' 'Bantamweight']
2096,Nicolas Dalby,57.64,1.09,0.09,0.09,58.91000000000001,8.0,3.0,0.73,['Welterweight']
2097,Lerone Murphy,42.33,1.0,0.67,0.33,44.33,5.0,1.0,0.83,['Featherweight']
2098,Charles Johnson,57.0,0.0,0.2,0.0,57.2,2.0,3.0,0.4,['Flyweight']
2099,Lorenz Larkin,39.1,0.1,0.0,0.3,39.5,5.0,5.0,0.5,['Welterweight' 'Middleweight']
2100,Vitor Belfort,11.39,0.17,0.22,0.5,12.280000000000001,10.0,8.0,0.56,['Middleweight' 'Light Heavyweight']
2101,Mandy Bohm,35.0,0.67,0.67,0.0,36.34,1.0,2.0,0.33,"[""Women's Flyweight""]"
2102,Charlie Ontiveros,10.33,0.0,0.0,0.67,11.0,0.0,3.0,0.0,['Lightweight' 'Middleweight']
2103,Adam Milstead,42.0,0.0,0.0,0.0,42.0,1.0,2.0,0.33,['Light Heavyweight' 'Heavyweight']
2104,Demian Maia,21.93,2.14,0.89,0.04,25.0,21.0,7.0,0.75,['Welterweight' 'Middleweight']
2105,Zhang Weili,46.71,1.0,0.43,0.29,48.43,6.0,1.0,0.86,"[""Women's Strawweight""]"
2106,Luis Pena,47.0,1.0,1.0,0.12,49.12,5.0,3.0,0.62,['Lightweight' 'Featherweight']
2107,Max Holloway,71.56,0.22,0.44,0.56,72.78,15.0,3.0,0.83,['Featherweight']
2108,Mark Hunt,19.36,0.36,0.07,0.57,20.36,7.0,7.0,0.5,['Heavyweight']
2109,Nursulton Ruziboev,6.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,['Middleweight']
2110,Kevin Burns,29.0,0.2,0.6,0.4,30.2,2.0,3.0,0.4,['Welterweight']
2111,Mike Jackson,6.5,0.0,0.0,0.0,6.5,0.0,2.0,0.0,['Welterweight']
2112,Joe Lauzon,22.41,1.26,1.07,0.11,24.85,15.0,12.0,0.56,['Lightweight']
2113,Chris Avila,35.5,0.0,0.0,0.0,35.5,0.0,2.0,0.0,['Featherweight']
2114,Yui Chul Nam,53.0,1.33,0.33,1.0,55.66,1.0,2.0,0.33,['Featherweight' 'Lightweight']
2115,Dennis Siver,40.75,0.55,0.25,0.35,41.9,12.0,8.0,0.6,['Featherweight' 'Lightweight' 'Welterweight']
2116,Kendall Grove,20.23,0.38,1.31,0.15,22.069999999999997,7.0,6.0,0.54,['Middleweight']
2117,Matt Lucas,19.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,['Light Heavyweight']
2118,Gokhan Saki,22.5,0.0,0.0,1.0,23.5,1.0,1.0,0.5,['Light Heavyweight']
2119,Ryan Benoit,34.0,0.22,0.33,0.56,35.11,3.0,6.0,0.33,['Flyweight' 'Bantamweight']
2120,Daniel Sarafian,15.67,0.17,0.33,0.17,16.34,2.0,4.0,0.33,['Middleweight' 'Welterweight']
2121,Patrick Walsh,30.5,3.0,1.5,0.0,35.0,1.0,1.0,0.5,['Middleweight' 'Light Heavyweight']
2122,Rafa Garcia,59.71,3.43,0.29,0.0,63.43,4.0,3.0,0.57,['Lightweight']
2123,Dorian Price,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Welterweight']
2124,Kyoji Horiguchi,53.57,2.0,0.0,0.57,56.14,7.0,0.0,1.0,['Flyweight' 'Bantamweight']
2125,Sai Wang,47.5,0.0,0.0,0.0,47.5,1.0,1.0,0.5,['Welterweight']
2126,Abel Trujillo,27.3,1.5,0.3,0.3,29.400000000000002,5.0,5.0,0.5,['Lightweight']
2127,Misha Cirkunov,18.23,1.31,0.54,0.0,20.08,6.0,7.0,0.46,['Light Heavyweight' 'Middleweight']
2128,Andre Roberts,6.0,0.0,0.0,0.5,6.5,1.0,1.0,0.5,['Heavyweight']
2129,Kai Kamaka,67.5,1.75,0.25,0.25,69.75,1.0,3.0,0.25,['Featherweight']
2130,Daiju Takase,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,['Welterweight' 'Middleweight']
2131,Travis Lutter,3.17,1.0,0.33,0.17,4.67,2.0,4.0,0.33,['Middleweight' 'Light Heavyweight']
2132,Erick Gonzalez,10.0,1.67,0.0,0.0,11.67,0.0,3.0,0.0,['Lightweight']
2133,Ilir Latifi,19.12,1.31,0.19,0.25,20.87,9.0,7.0,0.56,['Heavyweight' 'Light Heavyweight']
2134,Harry Hunsucker,3.0,0.0,0.33,0.0,3.33,0.0,3.0,0.0,['Light Heavyweight' 'Heavyweight']
2135,Paulo Thiago,19.54,1.08,0.92,0.31,21.849999999999998,5.0,8.0,0.38,['Welterweight']
2136,Keith Berish,61.0,2.0,0.0,0.0,63.0,0.0,1.0,0.0,['Middleweight']
2137,Sarah Frota,20.5,0.0,0.0,0.0,20.5,0.0,2.0,0.0,"[""Women's Flyweight"" ""Women's Strawweight""]"
2138,Fernando Bruno,26.0,2.0,0.5,0.0,28.5,0.0,2.0,0.0,['Featherweight' 'Lightweight']
2139,Giga Chikadze,46.0,0.25,0.25,0.75,47.25,8.0,0.0,1.0,['Featherweight']
2140,Curtis Millender,44.4,0.2,0.0,0.4,45.0,3.0,2.0,0.6,['Welterweight']
2141,Tim Hague,19.4,0.8,0.4,0.0,20.599999999999998,1.0,4.0,0.2,['Heavyweight']
2142,Drew Fickett,22.14,0.86,1.14,0.14,24.28,4.0,3.0,0.57,['Welterweight']
2143,Matt Arroyo,15.33,1.33,3.33,0.0,19.990000000000002,1.0,2.0,0.33,['Welterweight']
2144,Michael Chandler,44.0,1.0,0.2,0.4,45.6,2.0,3.0,0.4,['Lightweight']
2145,Karlos Vemola,15.17,1.17,1.0,0.0,17.34,2.0,4.0,0.33,['Middleweight' 'Light Heavyweight' 'Heavyweight']
2146,Sean Soriano,36.0,1.0,0.0,0.0,37.0,0.0,5.0,0.0,['Featherweight' 'Lightweight']
2147,Tony Sims,12.67,0.33,0.33,0.33,13.66,1.0,2.0,0.33,['Lightweight' 'Welterweight']
2148,Desmond Green,49.14,1.43,0.0,0.14,50.71,4.0,3.0,0.57,['Lightweight']
2149,Cody Garbrandt,25.6,0.6,0.0,0.7,26.900000000000002,6.0,4.0,0.6,['Flyweight' 'Bantamweight']
2150,Alan Baudot,35.67,0.0,0.0,0.33,36.0,0.0,3.0,0.0,['Heavyweight']
2151,Royston Wee,14.67,3.0,0.0,0.0,17.67,2.0,1.0,0.67,['Bantamweight']
2152,Johnny Munoz,28.0,1.83,1.33,0.0,31.159999999999997,2.0,4.0,0.33,['Bantamweight' 'Featherweight']
2153,John Moraga,30.85,0.46,0.92,0.15,32.38,8.0,5.0,0.62,['Flyweight']
2154,Tim Lajcik,9.67,0.0,0.0,0.0,9.67,1.0,2.0,0.33,['Heavyweight']
2155,Dan Barrera,12.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,['Welterweight']
2156,Will Chope,33.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,['Featherweight']
2157,Denis Stojnic,11.5,0.0,0.5,0.0,12.0,0.0,2.0,0.0,['Heavyweight']
2158,Kron Gracie,40.0,0.33,0.33,0.0,40.66,1.0,2.0,0.33,['Featherweight']
2159,Conor McGregor,32.0,0.42,0.08,0.83,33.33,9.0,3.0,0.75,['Lightweight' 'Welterweight' 'Featherweight']
2160,TJ Dillashaw,38.15,1.38,0.77,0.46,40.760000000000005,9.0,4.0,0.69,['Bantamweight' 'Flyweight']
2161,Yao Zhikui,16.5,0.5,0.0,0.0,17.0,1.0,3.0,0.25,['Flyweight' 'Bantamweight']
2162,Karl Williams,54.0,4.5,0.0,0.5,59.0,2.0,0.0,1.0,['Heavyweight']
2163,Brianna Fortino,53.0,2.5,0.0,0.0,55.5,1.0,1.0,0.5,"[""Women's Strawweight""]"
2164,Tor Troeng,14.0,0.5,0.25,0.0,14.75,1.0,3.0,0.25,['Middleweight']
2165,Caio Borralho,29.4,1.8,0.6,0.2,32.0,5.0,0.0,1.0,['Middleweight']
2166,Veronica Hardy,38.43,1.0,0.29,0.0,39.72,3.0,4.0,0.43,"[""Women's Bantamweight"" ""Women's Flyweight""]"
2167,Bryce Mitchell,30.0,3.0,1.38,0.12,34.5,7.0,1.0,0.88,['Featherweight']
2168,Dan Moret,32.0,1.0,0.33,0.0,33.33,0.0,3.0,0.0,['Lightweight']
2169,Louis Cosce,54.5,1.0,0.5,0.5,56.5,0.0,2.0,0.0,['Welterweight']
2170,Billy Quarantillo,88.38,1.0,0.88,0.25,90.50999999999999,5.0,3.0,0.62,['Featherweight']
2171,Alex Oliveira,28.59,1.5,0.36,0.27,30.72,12.0,10.0,0.55,['Welterweight' 'Lightweight']
2172,Andy Wang,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,['Lightweight']
2173,Julio Arce,52.67,0.44,0.33,0.11,53.55,5.0,4.0,0.56,['Bantamweight' 'Featherweight']
2174,Dustin Jacoby,58.17,0.25,0.0,0.33,58.75,7.0,5.0,0.58,['Light Heavyweight' 'Middleweight']
2175,Benito Lopez,39.0,0.0,0.25,0.25,39.5,2.0,2.0,0.5,['Bantamweight']
2176,Dustin Ortiz,36.64,2.5,0.07,0.14,39.35,8.0,6.0,0.57,['Flyweight']
2177,Jon Madsen,28.0,1.0,0.0,0.0,29.0,4.0,1.0,0.8,['Heavyweight']
2178,Mairbek Taisumov,25.89,0.78,0.0,0.44,27.110000000000003,7.0,2.0,0.78,['Lightweight']
2179,Timur Valiev,68.0,2.0,0.33,0.0,70.33,2.0,1.0,0.67,['Bantamweight' 'Featherweight']
2180,Peter Barrett,35.5,0.0,0.0,0.0,35.5,0.0,2.0,0.0,['Featherweight']
2181,Te Edwards,14.0,0.5,0.0,0.5,15.0,0.0,2.0,0.0,['Lightweight']
2182,Jessamyn Duke,57.25,1.0,1.5,0.0,59.75,1.0,3.0,0.25,"[""Women's Bantamweight""]"
2183,Jerrod Sanders,7.67,1.33,1.0,0.0,10.0,1.0,2.0,0.33,['Bantamweight' 'Lightweight']
2184,Brendan Schaub,20.64,1.09,0.18,0.36,22.27,6.0,5.0,0.55,['Heavyweight']
2185,Dustin Stoltzfus,37.33,1.67,0.33,0.17,39.5,2.0,4.0,0.33,['Middleweight']
2186,Umar Nurmagomedov,38.25,2.25,0.5,0.25,41.25,4.0,0.0,1.0,['Bantamweight' 'Featherweight']
2187,Blood Diamond,36.0,0.0,0.0,0.0,36.0,0.0,3.0,0.0,['Welterweight']
2188,Dante Rivera,34.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,['Middleweight']
2189,Jared Vanderaa,56.71,0.0,0.0,0.0,56.71,1.0,6.0,0.14,['Heavyweight']
2190,Chris Condo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Heavyweight']
2191,Mike Massenzio,16.29,1.43,0.71,0.14,18.57,2.0,5.0,0.29,['Middleweight' 'Light Heavyweight']
2192,Darren Stewart,29.62,1.08,0.08,0.15,30.93,5.0,8.0,0.38,['Light Heavyweight' 'Middleweight']
2193,Beneil Dariush,33.65,1.13,0.52,0.3,35.6,17.0,6.0,0.74,['Lightweight']
2194,Scott Askham,34.17,0.33,0.5,0.67,35.67,2.0,4.0,0.33,['Middleweight']
2195,Issei Tamura,10.33,0.33,0.0,0.67,11.33,1.0,2.0,0.33,['Bantamweight' 'Featherweight']
2196,Frankie Saenz,50.9,1.5,0.1,0.2,52.7,5.0,5.0,0.5,['Bantamweight']
2197,Tom Niinimaki,14.5,1.5,0.25,0.0,16.25,1.0,3.0,0.25,['Featherweight']
2198,Rob Broughton,39.33,0.0,3.0,0.0,42.33,1.0,2.0,0.33,['Heavyweight']
2199,Mike Wessel,13.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,['Heavyweight']
2200,Francis Ngannou,13.75,0.08,0.08,0.67,14.58,11.0,1.0,0.92,['Heavyweight']
2201,David Dodd,5.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,['Middleweight' 'Heavyweight']
2202,Yoshihiro Akiyama,43.0,1.71,0.14,0.0,44.85,2.0,5.0,0.29,['Welterweight' 'Middleweight']
2203,Keith Rockel,5.5,1.5,1.5,0.0,8.5,1.0,1.0,0.5,['Middleweight']
2204,Javid Basharat,73.5,1.5,0.0,0.0,75.0,4.0,0.0,1.0,['Bantamweight']
2205,Ben Askren,21.0,1.67,0.33,0.0,23.0,1.0,2.0,0.33,['Welterweight']
2206,Piotr Hallmann,46.83,2.0,0.33,0.0,49.16,2.0,4.0,0.33,['Lightweight']
2207,Brandon Moreno,41.64,1.45,0.73,0.36,44.18,10.0,1.0,0.91,['Flyweight']
2208,Kyle Bochniak,39.43,1.14,0.0,0.14,40.71,2.0,5.0,0.29,['Featherweight']
2209,Ruan Potts,5.67,0.33,1.0,0.0,7.0,0.0,3.0,0.0,['Heavyweight']
2210,Alex Schoenauer,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Middleweight']
2211,Roman Dolidze,29.75,1.12,1.12,0.5,32.49,6.0,2.0,0.75,['Middleweight' 'Light Heavyweight']
2212,Chris Saunders,6.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,['Lightweight']
2213,Nordine Taleb,37.75,1.33,0.0,0.17,39.25,7.0,5.0,0.58,['Welterweight' 'Middleweight']
2214,Tyrone Roberts,16.0,1.0,0.0,0.0,17.0,1.0,0.0,1.0,['Middleweight']
2215,Jake Matthews,37.63,1.21,0.47,0.26,39.57,12.0,7.0,0.63,['Welterweight' 'Lightweight']
2216,Dave Menne,14.6,0.2,1.6,0.0,16.4,1.0,4.0,0.2,['Welterweight' 'Middleweight' 'Lightweight']
2217,Rocky Lee,37.0,1.0,0.0,0.0,38.0,0.0,1.0,0.0,['Featherweight']
2218,Jeremy Jackson,7.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,['Welterweight']
2219,Johnny Walker,20.18,0.18,0.27,0.36,20.99,7.0,4.0,0.64,['Light Heavyweight']
2220,Wilson Reis,20.85,3.92,0.46,0.0,25.230000000000004,7.0,6.0,0.54,['Flyweight' 'Bantamweight']
2221,Kenny Robertson,36.33,0.89,0.56,0.22,38.0,4.0,5.0,0.44,['Welterweight']
